task_id,skill_id,skill_name_en,skill_name_de,skill_category,relevance,rank,rationale,evidence_keywords,model_name,prompt_version,run_date
BN_0893,SK-TEC-010,Construction & Building,Bau und Gebäudetechnik,technical,0.75,3,"Leading the rehearsal setup involves structural assembly and installation of stage elements, requiring construction and building skills.",Probeaufbau|Bühnenbild,gpt-4.1-mini,final_v4,2026-03-07
BN_0894,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,social,0.95,1,The core task is to teach and train aspiring set designers through courses.,Kurse|anbieten,gpt-4.1-mini,final_v4,2026-03-07
BN_0894,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,domain,0.9,2,Offering courses requires designing educational programs and curricula for aspiring set designers.,Kurse|angehende|Bühnenbildner|anbieten,gpt-4.1-mini,final_v4,2026-03-07
BN_0894,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,social,0.75,3,Developing training materials supports the delivery of courses to aspiring set designers.,Kurse|anbieten,gpt-4.1-mini,final_v4,2026-03-07
BN_0895,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,operational,0.9,1,Central skill as developing new business areas fundamentally involves business development and sales activities.,Geschäftsfelder|helfen,gpt-4.1-mini,final_v4,2026-03-07
BN_0895,SK-COG-009,Strategic Thinking,Strategisches Denken,cognitive,0.85,2,Core skill to think strategically about new business areas and align development with long-term goals.,Entwicklung|Geschäftsfelder,gpt-4.1-mini,final_v4,2026-03-07
BN_0895,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.75,3,Required to analyze current business processes and identify new opportunities for development.,Entwicklung|Geschäftsfelder,gpt-4.1-mini,final_v4,2026-03-07
BN_0896,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,operational,0.9,1,Observing market developments and customer needs is central to sales and business development activities.,Marktentwicklungen|Kundenbedürfnisse|Vertrieb,gpt-4.1-mini,final_v4,2026-03-07
BN_0896,SK-COG-009,Strategic Thinking,Strategisches Denken,cognitive,0.85,2,Reviewing sales strategies requires strategic thinking to align with market trends and goals.,Vertriebsstrategien|Strategie,gpt-4.1-mini,final_v4,2026-03-07
BN_0897,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.95,1,"The task explicitly involves researching current market situations and new trends, making research and investigation central to the task.",recherchieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0897,SK-COG-009,Strategic Thinking,Strategisches Denken,cognitive,0.75,2,"Strategic thinking is important to understand and anticipate trends in the market, supporting the research with a long-term perspective.",Trends,gpt-4.1-mini,final_v4,2026-03-07
BN_0897,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.7,3,Data analysis supports understanding market situations and trends by interpreting relevant data gathered during research.,Marktsituationen,gpt-4.1-mini,final_v4,2026-03-07
BN_0898,SK-COG-009,Strategic Thinking,Strategisches Denken,cognitive,0.95,1,Developing strategies for new markets is fundamentally about strategic thinking and long-term planning.,Strategien|Strategie,gpt-4.1-mini,final_v4,2026-03-07
BN_0898,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,operational,0.85,2,Business development involves identifying opportunities and expanding product offerings in new markets.,Produkte|Märkten,gpt-4.1-mini,final_v4,2026-03-07
BN_0898,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.75,3,Marketing and promotion support the strategy by helping position products in new markets.,Produkte,gpt-4.1-mini,final_v4,2026-03-07
BN_0899,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.9,1,Central skill for examining and improving business processes as stated in the task.,Geschäftsprozesse|verbessern,gpt-4.1-mini,final_v4,2026-03-07
BN_0899,SK-COG-017,Budget & Financial Management,Budget- und Finanzmanagement,cognitive,0.9,2,Central skill for creating financial plans as explicitly mentioned in the task.,Finanzpläne,gpt-4.1-mini,final_v4,2026-03-07
BN_0899,SK-OPS-002,Operations Management,Betriebsmanagement,operational,0.75,3,Required for optimizing operational workflows which supports business process improvement.,Geschäftsprozesse|verbessern,gpt-4.1-mini,final_v4,2026-03-07
BN_0900,SK-SOC-011,Stakeholder Management,Stakeholder-Management,social,0.95,1,Building and maintaining partner relationships is central to stakeholder management.,Beziehungen|pflegen|Kontakt,gpt-4.1-mini,final_v4,2026-03-07
BN_0900,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,operational,0.85,2,Identifying new contacts and business opportunities aligns closely with sales and business development.,Kontakte|Partner|aufbauen,gpt-4.1-mini,final_v4,2026-03-07
BN_0900,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,social,0.7,3,Persuasion is necessary to influence partners and maintain relationships effectively.,überzeugen,gpt-4.1-mini,final_v4,2026-03-07
BN_0901,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.8,1,Marketing is a core area to collaborate with as mentioned in the task.,Marketing,gpt-4.1-mini,final_v4,2026-03-07
BN_0901,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,operational,0.8,2,Sales is a core area to collaborate with as mentioned in the task.,Vertrieb,gpt-4.1-mini,final_v4,2026-03-07
BN_0901,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.75,3,Collaboration with market research institutes requires research and investigation skills.,Marktforschungsinstituten,gpt-4.1-mini,final_v4,2026-03-07
BN_0902,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.95,1,"Examining business processes is central to business analysis, directly matching 'Geschäftsprozesse' in the task.",Geschäftsprozesse,gpt-4.1-mini,final_v4,2026-03-07
BN_0902,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,cognitive,0.8,2,"Evaluating processes and systems is core to assessing economic and business process issues, linked to 'bewerten' and 'Effizienz'.",bewerten|Effizienz,gpt-4.1-mini,final_v4,2026-03-07
BN_0902,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.75,3,"Research and investigation is necessary to systematically examine and understand business and economic issues, indicated by 'untersuchen'.",untersuchen,gpt-4.1-mini,final_v4,2026-03-07
BN_0903,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.9,1,Systematically gathering and investigating information is central to capturing information needs.,erfassen|Informationsbedarf,gpt-4.1-mini,final_v4,2026-03-07
BN_0903,SK-COG-014,Information Management,Informationsmanagement,cognitive,0.85,2,Organizing and managing information is core to capturing and handling information needs effectively.,Informationsbedarf|Information,gpt-4.1-mini,final_v4,2026-03-07
BN_0903,SK-SOC-009,Customer Service,Kundenbetreuung,social,0.8,3,Understanding and gathering customer needs is central to capturing information requirements from customers.,Kunden,gpt-4.1-mini,final_v4,2026-03-07
BN_0904,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.9,1,"Systematically investigating technical requirements is central to this task, involving research and examination of relevant information.",untersuchen,gpt-4.1-mini,final_v4,2026-03-07
BN_0904,SK-DIG-011,IT Architecture & Design,IT-Architektur und -Design,digital,0.85,2,Prioritizing technical requirements requires understanding IT architecture and design to assess system needs and constraints.,Architektur|Anforderung|Spezifikation,gpt-4.1-mini,final_v4,2026-03-07
BN_0904,SK-TEC-005,Technical Documentation,Technische Dokumentation,technical,0.75,3,Investigating technical requirements involves reading and interpreting technical documentation to understand specifications.,Technische|Anforderungen,gpt-4.1-mini,final_v4,2026-03-07
BN_0905,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,operational,0.95,1,Effort estimation directly involves pricing and cost estimation methods to determine the required resources and costs.,Aufwandsschätzungen|Kalkulation|Kosten,gpt-4.1-mini,final_v4,2026-03-07
BN_0905,SK-COG-016,Working with Numbers,Arbeiten mit Zahlen,cognitive,0.8,2,Working with numbers is essential to calculate and quantify effort estimates accurately.,berechnen|Kalkulation,gpt-4.1-mini,final_v4,2026-03-07
BN_0905,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.7,3,Business analysis supports understanding the scope and requirements of BI solutions to estimate effort properly.,Geschäftsprozess,gpt-4.1-mini,final_v4,2026-03-07
BN_0906,SK-DIG-003,Data Visualization,Datenvisualisierung,digital,0.95,1,Developing dashboards and reports is primarily about data visualization.,Dashboard,gpt-4.1-mini,final_v4,2026-03-07
BN_0906,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.85,2,Analyzing and interpreting data is core to creating meaningful BI tools.,Daten|analysieren|Auswertung,gpt-4.1-mini,final_v4,2026-03-07
BN_0906,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,social,0.75,3,Writing reports requires clear and accurate written communication.,Bericht,gpt-4.1-mini,final_v4,2026-03-07
BN_0907,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.9,1,Analyzing and interpreting data is central to providing meaningful statistics and reports.,Statistiken|Berichte,gpt-4.1-mini,final_v4,2026-03-07
BN_0907,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,social,0.85,2,Coordinating across departments is essential to provide statistics and reports abteilungsübergreifend.,abteilungsübergreifend|bereitstellen,gpt-4.1-mini,final_v4,2026-03-07
BN_0907,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,social,0.8,3,Writing and reporting skills are core to preparing and delivering reports across departments.,Berichte,gpt-4.1-mini,final_v4,2026-03-07
BN_0908,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,social,0.85,1,"Beraten ist zentral für die Aufgabe, da es um Beratung bei der Weiterentwicklung geht.",beraten|Beratung,gpt-4.1-mini,final_v4,2026-03-07
BN_0908,SK-DIG-002,Data Management & Databases,Datenmanagement und Datenbanken,digital,0.8,2,Datenmanagement ist Kernkompetenz für Support und Weiterentwicklung von BI-Produkten.,Business-Intelligence-Produkte|Daten,gpt-4.1-mini,final_v4,2026-03-07
BN_0908,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.75,3,"Geschäftsanalyse ist notwendig, um bestehende BI-Produkte zu verstehen und Verbesserungspotenziale zu erkennen.",Weiterentwicklung,gpt-4.1-mini,final_v4,2026-03-07
BN_0909,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,social,0.95,1,"The task is explicitly about training users, making teaching and training the central skill.",schulen,gpt-4.1-mini,final_v4,2026-03-07
BN_0909,SK-SOC-019,Training Material Development,Schulungsmaterial entwickeln,social,0.75,2,Developing training materials supports the training process and is necessary for effective instruction.,Schulung|entwickeln,gpt-4.1-mini,final_v4,2026-03-07
BN_0909,SK-DIG-003,Data Visualization,Datenvisualisierung,digital,0.7,3,Understanding data visualization is necessary to teach users how to use BI tools effectively.,Dashboard,gpt-4.1-mini,final_v4,2026-03-07
BN_0910,SK-COG-015,Continuous Learning,Kontinuierliches Lernen,cognitive,0.95,1,Continuously informing oneself about new developments directly requires continuous learning to acquire new knowledge.,informieren|neue Entwicklungen|Business Intelligence,gpt-4.1-mini,final_v4,2026-03-07
BN_0910,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.8,2,Gathering and evaluating new information about developments involves research and investigation skills.,informieren|neue Entwicklungen,gpt-4.1-mini,final_v4,2026-03-07
BN_0911,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.9,1,Creating concepts to improve public image is central to marketing and promotion strategies.,Konzepte|öffentliches Bild|Organisation,gpt-4.1-mini,final_v4,2026-03-07
BN_0911,SK-COG-009,Strategic Thinking,Strategisches Denken,cognitive,0.85,2,Strategic thinking is core to developing concepts that align with long-term organizational image goals.,Konzepte|verbessern|öffentliches Bild,gpt-4.1-mini,final_v4,2026-03-07
BN_0911,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,digital,0.7,3,Digital content creation supports concept development by producing media that shapes public image.,erstellen|Bild,gpt-4.1-mini,final_v4,2026-03-07
BN_0912,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.85,1,Marketing & Promotion is core to conducting press work and public relations as it involves promoting the organization and managing its public image.,Pressearbeit|Öffentlichkeitsarbeit,gpt-4.1-mini,final_v4,2026-03-07
BN_0912,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,social,0.8,2,Writing & Reporting is core because press work requires clear and accurate written communication for press releases and public statements.,Pressearbeit,gpt-4.1-mini,final_v4,2026-03-07
BN_0912,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,social,0.75,3,Persuasion & Influence is required to effectively represent and influence public opinion and media coverage.,Öffentlichkeitsarbeit,gpt-4.1-mini,final_v4,2026-03-07
BN_0913,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,social,0.95,1,"Writing press releases is central to the task, requiring clear and accurate written communication.",schreiben|Pressemitteilungen,gpt-4.1-mini,final_v4,2026-03-07
BN_0913,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,operational,0.9,2,Organizing press conferences is a core event management activity essential to the task.,organisieren|Pressekonferenzen,gpt-4.1-mini,final_v4,2026-03-07
BN_0913,SK-COG-003,Planning & Organizing,Planen und Organisieren,cognitive,0.75,3,Planning and organizing are necessary to coordinate sending materials and managing events effectively.,planen|organisieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0914,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,digital,0.9,1,"Designing websites and sharing content requires creating and editing digital media, making this skill central.",gestalten|Inhalte|teilen,gpt-4.1-mini,final_v4,2026-03-07
BN_0914,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.85,2,Finding target groups and promoting content aligns closely with marketing and promotion skills.,Zielgruppen,gpt-4.1-mini,final_v4,2026-03-07
BN_0914,SK-DIG-018,E-Commerce & Digital Marketing,E-Commerce und digitales Marketing,digital,0.8,3,Using social networks to share content involves digital marketing and online platforms.,digital|Marketing,gpt-4.1-mini,final_v4,2026-03-07
BN_0915,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.9,1,"Placing ads, printing brochures, and sending mailings are central marketing and promotion activities to promote products or services.",Anzeigen|Broschüren|Mailings,gpt-4.1-mini,final_v4,2026-03-07
BN_0916,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,operational,0.95,1,"Organizing events is the core of the task, directly involving event and program management.",Veranstaltungen|organisieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0916,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,social,0.85,2,Presenting the goals of a campaign requires strong presentation skills to communicate effectively to an audience.,präsentieren|Ziele,gpt-4.1-mini,final_v4,2026-03-07
BN_0916,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,operational,0.8,3,The task involves campaign goals which relate to marketing and promotion strategies.,Kampagne|Ziele,gpt-4.1-mini,final_v4,2026-03-07
BN_0917,SK-TEC-015,Artistic & Creative Production,Künstlerische und kreative Produktion,technical,0.95,1,Artistic and creative production is central to designing and implementing advertising materials like logos and websites.,Gestalten|Design|kreativ,gpt-4.1-mini,final_v4,2026-03-07
BN_0917,SK-COG-005,Creative Thinking,Kreatives Denken,cognitive,0.8,2,Creative thinking is a core skill needed to generate novel and effective advertising designs.,kreativ|gestalten,gpt-4.1-mini,final_v4,2026-03-07
BN_0917,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,digital,0.75,3,Digital content creation is a required supporting skill for producing digital advertising materials such as websites and logos.,erstellen|Content,gpt-4.1-mini,final_v4,2026-03-07
BN_0918,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,social,0.95,1,"The task explicitly involves 'schulen' (training), which is central to Teaching & Training.",schulen,gpt-4.1-mini,final_v4,2026-03-07
BN_0918,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,social,0.75,2,Effective speaking and presenting is necessary to convey training content clearly.,sprechen,gpt-4.1-mini,final_v4,2026-03-07
BN_0918,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,social,0.7,3,"Coaching and mentoring supports skill development and complements training, making it a necessary supporting skill.",entwickeln,gpt-4.1-mini,final_v4,2026-03-07
BN_0919,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,social,0.9,1,"Giving interviews and answering inquiries requires clear and effective spoken communication, central to the task.",antworten|Interviews|geben,gpt-4.1-mini,final_v4,2026-03-07
BN_0919,SK-SOC-009,Customer Service,Kundenbetreuung,social,0.75,2,"Answering inquiries from citizens involves understanding and addressing their needs, a necessary supporting skill.",Anfragen|Bürger,gpt-4.1-mini,final_v4,2026-03-07
BN_0919,SK-DOM-010,Public Administration,Öffentliche Verwaltung,domain,0.7,3,Interacting with citizens and media requires knowledge of public administration and civic procedures to respond appropriately.,Bürger,gpt-4.1-mini,final_v4,2026-03-07
BN_0920,SK-SOC-011,Stakeholder Management,Stakeholder-Management,social,0.95,1,Building and maintaining contacts with partner organizations and authorities is central to stakeholder management.,Kontakte|pflegen|Partnerorganisationen|Behörden,gpt-4.1-mini,final_v4,2026-03-07
BN_0920,SK-DOM-010,Public Administration,Öffentliche Verwaltung,domain,0.7,2,Knowledge of public administration is necessary to effectively engage with authorities as partners.,Behörden,gpt-4.1-mini,final_v4,2026-03-07
BN_0921,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,social,0.9,1,Winning professionals and journalists as partners requires strong persuasion and influence skills.,ansprechen|gewinnen,gpt-4.1-mini,final_v4,2026-03-07
BN_0921,SK-SOC-011,Stakeholder Management,Stakeholder-Management,social,0.8,2,Engaging and managing relationships with external partners is core to the task.,Partner,gpt-4.1-mini,final_v4,2026-03-07
BN_0921,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,social,0.75,3,Speaking is necessary to reach out and communicate effectively with professionals and journalists.,ansprechen,gpt-4.1-mini,final_v4,2026-03-07
BN_0922,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,social,0.95,1,Lobbyarbeit und Politiker gewinnen erfordern überzeugendes Argumentieren und Einflussnahme.,Lobbyarbeit|gewinnen|überzeugen,gpt-4.1-mini,final_v4,2026-03-07
BN_0922,SK-SOC-011,Stakeholder Management,Stakeholder-Management,social,0.8,2,"Erfolgreiche Lobbyarbeit setzt voraus, dass man Beziehungen zu Stakeholdern wie Politikern pflegt.",Politiker|Kampagnenthemen,gpt-4.1-mini,final_v4,2026-03-07
BN_0922,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,social,0.75,3,"Sprechen und Präsentieren sind notwendig, um Kampagnenthemen klar zu vermitteln.",Lobbyarbeit|gewinnen,gpt-4.1-mini,final_v4,2026-03-07
BN_0923,SK-DIG-017,Data Entry & Digital Processing,Dateneingabe und digitale Verarbeitung,digital,0.9,1,Managing contact data and updating press distribution lists requires accurate data entry and digital processing.,Kontaktdaten|verwalten|aktuell halten,gpt-4.1-mini,final_v4,2026-03-07
BN_0923,SK-DIG-002,Data Management & Databases,Datenmanagement und Datenbanken,digital,0.8,2,Organizing and maintaining the press distribution list involves data management and database skills.,Presseverteiler|aktuell halten,gpt-4.1-mini,final_v4,2026-03-07
BN_0923,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,operational,0.75,3,Keeping records up to date and organized is necessary for managing contact data and distribution lists.,verwalten|aktuell halten,gpt-4.1-mini,final_v4,2026-03-07
BN_0924,SK-SOC-005,Team Leadership,Teamführung,social,0.95,1,Leading a casting company or department centrally requires strong team leadership skills to guide and manage staff.,führen|leiten,gpt-4.1-mini,final_v4,2026-03-07
BN_0924,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,social,0.8,2,"Recruitment and talent management is core to managing a casting company, as selecting and developing talent is essential.",Personal,gpt-4.1-mini,final_v4,2026-03-07
BN_0924,SK-COG-003,Planning & Organizing,Planen und Organisieren,cognitive,0.75,3,Planning and organizing is a necessary supporting skill to structure tasks and coordinate activities in management.,führen,gpt-4.1-mini,final_v4,2026-03-07
BN_0925,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,social,0.95,1,"The task is fundamentally about selecting suitable talent for casting, making recruitment and talent management central.",Vorauswahl|Besetzung,gpt-4.1-mini,final_v4,2026-03-07
BN_0925,SK-COG-004,Decision Making,Entscheidungsfindung,cognitive,0.9,2,"Making a pre-selection requires assessing options and deciding who fits best, making decision making core.",Vorauswahl|treffen,gpt-4.1-mini,final_v4,2026-03-07
BN_0925,SK-TEC-015,Artistic & Creative Production,Künstlerische und kreative Produktion,technical,0.75,3,Artistic and creative production skills support understanding the artistic requirements of roles to select appropriate talent.,Filmen|Theaterstücken|Werbungen,gpt-4.1-mini,final_v4,2026-03-07
BN_0926,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,social,0.85,1,"Creating role excerpts requires clear and accurate written expression, making writing and reporting a core skill.",Drehbücher lesen|Rollenauszüge anfertigen,gpt-4.1-mini,final_v4,2026-03-07
BN_0927,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,social,0.85,1,Participating in discussions and clarifying wishes requires clear and effective spoken communication.,Gesprächen|klären,gpt-4.1-mini,final_v4,2026-03-07
BN_0928,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.9,1,Systematic research and investigation are central to finding suitable actors through multiple sources including agencies and databases.,suchen|Kontakte,gpt-4.1-mini,final_v4,2026-03-07
BN_0928,SK-DIG-002,Data Management & Databases,Datenmanagement und Datenbanken,digital,0.85,2,Searching actors in databases requires strong data management skills to query and handle structured data effectively.,Datenbanken|Daten,gpt-4.1-mini,final_v4,2026-03-07
BN_0928,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,social,0.8,3,Recruitment and talent management skills are core to identifying and selecting actors for casting needs.,Schauspieler|Agenturen|Castings,gpt-4.1-mini,final_v4,2026-03-07
BN_0929,SK-SOC-003,Negotiation,Verhandlungsführung,social,0.85,1,Negotiation is core to discussing and agreeing on actor fees and availability terms.,abfragen|Gagen,gpt-4.1-mini,final_v4,2026-03-07
BN_0929,SK-OPS-004,Procurement & Purchasing,Beschaffung und Einkauf,operational,0.75,2,"Checking availability and fees involves sourcing and acquiring services, aligning with procurement and purchasing.",Verfügbarkeit|Gagen,gpt-4.1-mini,final_v4,2026-03-07
BN_0930,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,social,0.9,1,Suggesting a pre-selection of applicants is central to recruitment and talent management.,Bewerbern|Vorauswahl|Personal,gpt-4.1-mini,final_v4,2026-03-07
BN_0930,SK-COG-004,Decision Making,Entscheidungsfindung,cognitive,0.85,2,Explaining and selecting applicants requires decision making to weigh alternatives and choose candidates.,vorschlagen|erklären,gpt-4.1-mini,final_v4,2026-03-07
BN_0931,SK-COG-003,Planning & Organizing,Planen und Organisieren,cognitive,0.9,1,Planning and organizing castings and auditions is central to the task.,planen|organisieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0931,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,operational,0.85,2,Event and program management is core for organizing castings and callbacks as events.,organisieren|planen,gpt-4.1-mini,final_v4,2026-03-07
BN_0931,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,social,0.7,3,Recruitment and talent management is required to advise and select candidates during castings.,Castings|Probeaufnahmen,gpt-4.1-mini,final_v4,2026-03-07
BN_0932,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,social,0.85,1,Informing applicants about acceptances or rejections is a core part of recruitment and talent management processes.,Bewerber|Zusagen|Absagen,gpt-4.1-mini,final_v4,2026-03-07
BN_0932,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,social,0.75,2,"Communicating decisions in writing is necessary to clearly inform applicants, making writing a required supporting skill.",informieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0932,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,social,0.7,3,Speaking skills are required to effectively communicate decisions verbally when needed.,informieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0933,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,social,0.9,1,Coordinating collaboration between product management and marketing is central to the task.,koordinieren|Zusammenarbeit,gpt-4.1-mini,final_v4,2026-03-07
BN_0933,SK-COG-003,Planning & Organizing,Planen und Organisieren,cognitive,0.75,2,Planning and organizing are required to structure and coordinate activities between teams.,koordinieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0933,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,social,0.7,3,Effective teamwork and collaboration are necessary to support coordination between departments.,Zusammenarbeit,gpt-4.1-mini,final_v4,2026-03-07
BN_0934,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.9,1,Evaluating attractiveness through market analysis centrally requires data analysis and interpretation of market data.,Marktanalysen|bewerten,gpt-4.1-mini,final_v4,2026-03-07
BN_0934,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.8,2,Research and investigation is core to gathering and synthesizing market information for evaluation.,Marktanalysen,gpt-4.1-mini,final_v4,2026-03-07
BN_0934,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.75,3,Business analysis supports understanding product groups and market context to evaluate attractiveness.,Warengruppen|bewerten,gpt-4.1-mini,final_v4,2026-03-07
BN_0935,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.95,1,"The task explicitly involves collecting and analyzing data, making data analysis and interpretation central.",sammeln|analysieren,gpt-4.1-mini,final_v4,2026-03-07
BN_0935,SK-COG-007,Financial Analysis,Finanzanalyse,cognitive,0.8,2,"Analyzing profits requires financial analysis skills, making this a core skill for the task.",Gewinne|Umsätze,gpt-4.1-mini,final_v4,2026-03-07
BN_0935,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,operational,0.75,3,Collecting sales and profits data relates to sales and business development as a necessary supporting skill.,Umsätze|Kundenerwartungen,gpt-4.1-mini,final_v4,2026-03-07
BN_0936,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.85,1,"The task involves systematically gathering customer expectations through surveys, which is a core research activity.",Befragungen|ermitteln,gpt-4.1-mini,final_v4,2026-03-07
BN_0936,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,operational,0.75,2,"Determining price expectations requires understanding and estimating pricing, making this a necessary supporting skill.",Preisvorstellungen|Preis,gpt-4.1-mini,final_v4,2026-03-07
BN_0936,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.7,3,Analyzing survey data to interpret customer expectations is required to complete the task effectively.,Daten|Auswertung,gpt-4.1-mini,final_v4,2026-03-07
BN_0937,SK-COG-008,Research & Analysis,Recherche und Analyse,cognitive,0.9,1,Research and investigation is central to conducting competitor analysis and gathering relevant data.,Konkurrenzanalysen|untersuchen,gpt-4.1-mini,final_v4,2026-03-07
BN_0937,SK-COG-011,Business Analysis,Geschäftsanalyse,cognitive,0.85,2,Business analysis is core to examining competitor offerings and identifying improvement opportunities in own offerings.,Konkurrenzanalysen|Angebot|vergleichen,gpt-4.1-mini,final_v4,2026-03-07
BN_0937,SK-OPS-023,Pricing & Cost Estimation,Preiskalkulation und Kostenschätzung,operational,0.75,3,Pricing and cost estimation is necessary to compare value aspects of own offer against competitors.,Preis|Bewertung,gpt-4.1-mini,final_v4,2026-03-07
BN_0938,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,cognitive,0.9,1,"The task is primarily about assessing the effectiveness (Wirksamkeit) of services, which directly relates to evaluating processes and systems.",Wirksamkeit|prüfen,gpt-4.1-mini,final_v4,2026-03-07
BN_0938,SK-COG-001,Critical Thinking,Kritisches Denken,cognitive,0.75,2,Critical thinking is necessary to analyze and judge the effectiveness of services.,prüfen|bewerten,gpt-4.1-mini,final_v4,2026-03-07
BN_0938,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,cognitive,0.7,3,Data analysis supports evaluating effectiveness by interpreting relevant data.,analysieren,gpt-4.1-mini,final_v4,2026-03-07
